System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02D1045NM"
Last test date,,"9/15/2025"
Last test time,,"4:49:42 PM"
Course,,"NPRE432"
Lab Section Number,,"02"
Group,,"D"
Material,,"1045"
Heat Treatment,,"NM"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.16"
Grip Diameter,(mm),"12.52"
Rockwell Hardness,,"87.1"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"4.88"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"29.44"
Maximum Strain,(%),"30.57"

Time,Displacement,Force,Strain 1
"88.50","5.90","28.45","0.07105"
"89.00","5.93","28.48","0.07173"
"89.50","5.97","28.51","0.07243"
"90.00","6.00","28.54","0.07313"
"90.50","6.03","28.57","0.07382"
"91.00","6.07","28.60","0.07454"
"91.50","6.10","28.63","0.07523"
"92.00","6.13","28.65","0.07595"
"92.50","6.17","28.68","0.07666"
"93.00","6.20","28.70","0.07738"
"93.50","6.23","28.73","0.07808"
"94.00","6.27","28.75","0.07881"
"94.50","6.30","28.78","0.07953"
"95.00","6.33","28.80","0.08025"
"95.50","6.37","28.82","0.08098"
"96.00","6.40","28.85","0.08172"
"96.50","6.43","28.87","0.08245"
"97.00","6.47","28.89","0.08319"
"97.50","6.50","28.91","0.08393"
"98.00","6.53","28.93","0.08468"
"98.50","6.57","28.95","0.08542"
"99.00","6.60","28.97","0.08617"
"99.50","6.63","28.99","0.08692"
"100.00","6.67","29.01","0.08767"
"100.50","6.70","29.02","0.08843"
"101.00","6.73","29.04","0.08920"
"101.50","6.77","29.05","0.08995"
"102.00","6.80","29.07","0.09070"
"102.50","6.83","29.09","0.09147"
"103.00","6.87","29.11","0.09224"
"103.50","6.90","29.12","0.09302"
"104.00","6.93","29.14","0.09379"
"104.50","6.97","29.15","0.09457"
"105.00","7.00","29.16","0.09536"
"105.50","7.03","29.18","0.09614"
"106.00","7.07","29.19","0.09692"
"106.50","7.10","29.20","0.09771"
"107.00","7.13","29.22","0.09851"
"107.50","7.17","29.23","0.09931"
"108.00","7.20","29.24","0.1001"
"108.50","7.23","29.25","0.1009"
"109.00","7.27","29.26","0.1017"
"109.50","7.30","29.27","0.1025"
"110.00","7.33","29.28","0.1033"
"110.50","7.37","29.29","0.1041"
"111.00","7.40","29.30","0.1049"
"111.50","7.43","29.31","0.1058"
"112.00","7.47","29.32","0.1066"
"112.50","7.50","29.33","0.1074"
"113.00","7.53","29.34","0.1082"
"113.50","7.57","29.34","0.1090"
"114.00","7.60","29.35","0.1099"
"114.50","7.63","29.36","0.1107"
"115.00","7.67","29.36","0.1115"
"115.50","7.70","29.37","0.1124"
"116.00","7.73","29.37","0.1132"
"116.50","7.77","29.38","0.1141"
"117.00","7.80","29.38","0.1149"
"117.50","7.83","29.39","0.1158"
"118.00","7.87","29.40","0.1166"
"118.50","7.90","29.40","0.1175"
"119.00","7.93","29.40","0.1184"
"119.50","7.97","29.40","0.1192"
"120.00","8.00","29.41","0.1201"
"120.50","8.03","29.42","0.1209"
"121.00","8.07","29.42","0.1218"
"121.50","8.10","29.42","0.1227"
"122.00","8.13","29.42","0.1236"
"122.50","8.17","29.43","0.1245"
"123.00","8.20","29.43","0.1253"
"123.50","8.23","29.43","0.1262"
"124.00","8.27","29.44","0.1271"
"124.50","8.30","29.44","0.1280"
"125.00","8.33","29.44","0.1289"
"125.50","8.37","29.44","0.1298"
"126.00","8.40","29.44","0.1307"
"126.50","8.43","29.44","0.1316"
"127.00","8.47","29.44","0.1325"
"127.50","8.50","29.44","0.1334"
"128.00","8.53","29.44","0.1343"
"128.50","8.57","29.44","0.1353"
"129.00","8.60","29.44","0.1362"
"129.50","8.63","29.44","0.1371"
"130.00","8.67","29.44","0.1380"
"130.50","8.70","29.44","0.1390"
"131.00","8.73","29.44","0.1399"
"131.50","8.77","29.44","0.1408"
"132.00","8.80","29.44","0.1418"
"132.50","8.83","29.44","0.1427"
"133.00","8.87","29.44","0.1437"
"133.50","8.90","29.43","0.1446"
"134.00","8.93","29.43","0.1456"
"134.50","8.97","29.43","0.1465"
"135.00","9.00","29.43","0.1475"
"135.50","9.03","29.42","0.1485"
"136.00","9.07","29.42","0.1494"
"136.50","9.10","29.42","0.1504"
"137.00","9.13","29.42","0.1514"
"137.50","9.17","29.41","0.1524"
"138.00","9.20","29.40","0.1534"
"138.50","9.23","29.40","0.1544"
"139.00","9.27","29.39","0.1554"
"139.50","9.30","29.39","0.1564"
"140.00","9.33","29.39","0.1574"
"140.50","9.37","29.38","0.1584"
"141.00","9.40","29.38","0.1594"
"141.50","9.43","29.37","0.1604"
"142.00","9.47","29.37","0.1615"
"142.50","9.50","29.36","0.1625"
"143.00","9.53","29.36","0.1635"
"143.50","9.57","29.35","0.1646"
"144.00","9.60","29.35","0.1657"
"144.50","9.63","29.34","0.1667"
"145.00","9.67","29.33","0.1678"
"145.50","9.70","29.33","0.1689"
"146.00","9.73","29.32","0.1700"
"146.50","9.77","29.31","0.1710"
"147.00","9.80","29.31","0.1721"
"147.50","9.83","29.30","0.1732"
"148.00","9.87","29.29","0.1743"
"148.50","9.90","29.28","0.1754"
"149.00","9.93","29.27","0.1766"
"149.50","9.97","29.26","0.1777"
"150.00","10.00","29.26","0.1788"
"150.50","10.03","29.24","0.1800"
"151.00","10.07","29.23","0.1811"
"151.50","10.10","29.22","0.1823"
"152.00","10.13","29.21","0.1834"
"152.50","10.17","29.20","0.1846"
"153.00","10.20","29.19","0.1858"
"153.50","10.23","29.17","0.1869"
"154.00","10.27","29.16","0.1881"
"154.50","10.30","29.14","0.1893"
"155.00","10.33","29.13","0.1905"
"155.50","10.37","29.11","0.1917"
"156.00","10.40","29.09","0.1930"
"156.50","10.43","29.07","0.1942"
"157.00","10.47","29.05","0.1954"
"157.50","10.50","29.03","0.1967"
"158.00","10.53","29.01","0.1979"
"158.50","10.57","28.99","0.1992"
"159.00","10.60","28.96","0.2005"
"159.50","10.63","28.93","0.2017"
"160.00","10.67","28.90","0.2030"
"160.50","10.70","28.87","0.2043"
"161.00","10.73","28.84","0.2056"
"161.50","10.77","28.81","0.2069"
"162.00","10.80","28.77","0.2082"
"162.50","10.83","28.74","0.2095"
"163.00","10.87","28.70","0.2108"
"163.50","10.90","28.66","0.2121"
"164.00","10.93","28.62","0.2135"
"164.50","10.97","28.58","0.2148"
"165.00","11.00","28.53","0.2161"
"165.50","11.03","28.49","0.2174"
"166.00","11.07","28.44","0.2188"
"166.50","11.10","28.39","0.2201"
"167.00","11.13","28.34","0.2215"
"167.50","11.17","28.29","0.2228"
"168.00","11.20","28.24","0.2241"
"168.50","11.23","28.18","0.2255"
"169.00","11.27","28.12","0.2269"
"169.50","11.30","28.06","0.2282"
"170.00","11.33","28.01","0.2296"
"170.50","11.37","27.94","0.2309"
"171.00","11.40","27.88","0.2323"
"171.50","11.43","27.82","0.2336"
"172.00","11.47","27.75","0.2350"
"172.50","11.50","27.69","0.2363"
"173.00","11.53","27.62","0.2377"
"173.50","11.57","27.55","0.2390"
"174.00","11.60","27.48","0.2404"
"174.50","11.63","27.40","0.2418"
"175.00","11.67","27.33","0.2431"
"175.50","11.70","27.25","0.2445"
"176.00","11.73","27.17","0.2459"
"176.50","11.77","27.09","0.2472"
"177.00","11.80","27.01","0.2486"
"177.50","11.83","26.93","0.2500"
"178.00","11.87","26.84","0.2514"
"178.50","11.90","26.75","0.2528"
"179.00","11.93","26.66","0.2541"
"179.50","11.97","26.57","0.2555"
"180.00","12.00","26.48","0.2569"
"180.50","12.03","26.38","0.2583"
"181.00","12.07","26.29","0.2597"
"181.50","12.10","26.19","0.2611"
"182.00","12.13","26.09","0.2625"
"182.50","12.17","25.98","0.2639"
"183.00","12.20","25.88","0.2653"
"183.50","12.23","25.78","0.2667"
"184.00","12.27","25.67","0.2681"
"184.50","12.30","25.56","0.2695"
"185.00","12.33","25.45","0.2709"
"185.50","12.37","25.33","0.2723"
"186.00","12.40","25.22","0.2737"
"186.50","12.43","25.09","0.2752"
"187.00","12.47","24.97","0.2766"
"187.50","12.50","24.85","0.2780"
"188.00","12.53","24.72","0.2794"
"188.50","12.57","24.60","0.2809"
"189.00","12.60","24.46","0.2823"
"189.50","12.63","24.33","0.2837"
"190.00","12.67","24.19","0.2852"
"190.50","12.70","24.05","0.2866"
"191.00","12.73","23.91","0.2881"
"191.50","12.77","23.76","0.2895"
"192.00","12.80","23.62","0.2910"
"192.50","12.83","23.47","0.2924"
"193.00","12.87","23.31","0.2939"
"193.50","12.90","23.15","0.2953"
"194.00","12.93","22.99","0.2968"
"194.50","12.97","22.82","0.2983"
"195.00","13.00","22.65","0.2997"
"195.50","13.03","22.48","0.3012"
"196.00","13.07","22.29","0.3027"
"196.50","13.10","22.11","0.3042"
"197.00","13.13","21.91","0.3057"
"197.31","13.15","12.85","0.3031"

