System ID,,"4483C11306J"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02C2024new"
Last test date,,"9/15/2025"
Last test time,,"5:56:00 PM"
Course,,"NPRE432"
Lab Section Number,,"02"
Group,,"C"
Material,,"2024 Aluminum"
Heat Treatment,,"none"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.14"
Grip Diameter,(mm),"12.83"
Rockwell Hardness,,"74.5"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.55"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"19.43"
Maximum Strain,(%),"22.23"

Time,Displacement,Force,Strain 1
"38.50","2.57","16.13","0.02522"
"39.00","2.60","16.18","0.02590"
"39.50","2.63","16.22","0.02658"
"40.00","2.67","16.27","0.02727"
"40.50","2.70","16.31","0.02795"
"41.00","2.73","16.36","0.02864"
"41.50","2.77","16.40","0.02931"
"42.00","2.80","16.44","0.02997"
"42.50","2.83","16.48","0.03064"
"43.00","2.87","16.53","0.03129"
"43.50","2.90","16.57","0.03193"
"44.00","2.93","16.61","0.03256"
"44.50","2.97","16.65","0.03319"
"45.00","3.00","16.69","0.03385"
"45.50","3.03","16.73","0.03450"
"46.00","3.07","16.77","0.03517"
"46.50","3.10","16.81","0.03585"
"47.00","3.13","16.85","0.03652"
"47.50","3.17","16.88","0.03720"
"48.00","3.20","16.92","0.03790"
"48.50","3.23","16.96","0.03860"
"49.00","3.27","17.00","0.03930"
"49.50","3.30","17.03","0.04000"
"50.00","3.33","17.07","0.04070"
"50.50","3.37","17.11","0.04139"
"51.00","3.40","17.14","0.04207"
"51.50","3.43","17.18","0.04276"
"52.00","3.47","17.21","0.04344"
"52.50","3.50","17.25","0.04411"
"53.00","3.53","17.28","0.04476"
"53.50","3.57","17.31","0.04541"
"54.00","3.60","17.34","0.04605"
"54.50","3.63","17.38","0.04671"
"55.00","3.67","17.41","0.04737"
"55.50","3.70","17.44","0.04802"
"56.00","3.73","17.47","0.04868"
"56.50","3.77","17.50","0.04934"
"57.00","3.80","17.53","0.05003"
"57.50","3.83","17.56","0.05073"
"58.00","3.87","17.59","0.05145"
"58.50","3.90","17.62","0.05217"
"59.00","3.93","17.65","0.05290"
"59.50","3.97","17.68","0.05365"
"60.00","4.00","17.70","0.05440"
"60.50","4.03","17.73","0.05515"
"61.00","4.07","17.76","0.05592"
"61.50","4.10","17.79","0.05667"
"62.00","4.13","17.82","0.05741"
"62.50","4.17","17.84","0.05815"
"63.00","4.20","17.87","0.05889"
"63.50","4.23","17.90","0.05960"
"64.00","4.27","17.92","0.06033"
"64.50","4.30","17.95","0.06103"
"65.00","4.33","17.97","0.06173"
"65.50","4.37","18.00","0.06241"
"66.00","4.40","18.02","0.06309"
"66.50","4.43","18.05","0.06376"
"67.00","4.47","18.07","0.06443"
"67.50","4.50","18.09","0.06510"
"68.00","4.53","18.12","0.06576"
"68.50","4.57","18.14","0.06643"
"69.00","4.60","18.17","0.06712"
"69.50","4.63","18.19","0.06780"
"70.00","4.67","18.21","0.06851"
"70.50","4.70","18.23","0.06922"
"71.00","4.73","18.26","0.06995"
"71.50","4.77","18.27","0.07071"
"72.00","4.80","18.30","0.07146"
"72.50","4.83","18.32","0.07226"
"73.00","4.87","18.33","0.07307"
"73.50","4.90","18.35","0.07388"
"74.00","4.93","18.37","0.07473"
"74.50","4.97","18.39","0.07557"
"75.00","5.00","18.41","0.07643"
"75.50","5.03","18.43","0.07730"
"76.00","5.07","18.45","0.07815"
"76.50","5.10","18.47","0.07901"
"77.00","5.13","18.50","0.07986"
"77.50","5.17","18.52","0.08070"
"78.00","5.20","18.54","0.08153"
"78.50","5.23","18.56","0.08232"
"79.00","5.27","18.57","0.08313"
"79.50","5.30","18.59","0.08391"
"80.00","5.33","18.60","0.08467"
"80.50","5.37","18.62","0.08541"
"81.00","5.40","18.63","0.08612"
"81.50","5.43","18.64","0.08684"
"82.00","5.47","18.66","0.08754"
"82.50","5.50","18.67","0.08822"
"83.00","5.53","18.68","0.08888"
"83.50","5.57","18.69","0.08953"
"84.00","5.60","18.71","0.09016"
"84.50","5.63","18.73","0.09077"
"85.00","5.67","18.75","0.09138"
"85.50","5.70","18.77","0.09198"
"86.00","5.73","18.79","0.09259"
"86.50","5.77","18.82","0.09319"
"87.00","5.80","18.83","0.09379"
"87.50","5.83","18.85","0.09440"
"88.00","5.87","18.86","0.09502"
"88.50","5.90","18.88","0.09568"
"89.00","5.93","18.89","0.09636"
"89.50","5.97","18.90","0.09708"
"90.00","6.00","18.91","0.09784"
"90.50","6.03","18.92","0.09864"
"91.00","6.07","18.92","0.09950"
"91.50","6.10","18.92","0.1004"
"92.00","6.13","18.92","0.1014"
"92.50","6.17","18.92","0.1024"
"93.00","6.20","18.93","0.1034"
"93.50","6.23","18.94","0.1044"
"94.00","6.27","18.95","0.1055"
"94.50","6.30","18.95","0.1066"
"95.00","6.33","18.97","0.1076"
"95.50","6.37","18.98","0.1087"
"96.00","6.40","19.00","0.1098"
"96.50","6.43","19.01","0.1109"
"97.00","6.47","19.03","0.1120"
"97.50","6.50","19.05","0.1131"
"98.00","6.53","19.07","0.1141"
"98.50","6.57","19.08","0.1151"
"99.00","6.60","19.10","0.1160"
"99.50","6.63","19.11","0.1168"
"100.00","6.67","19.12","0.1176"
"100.50","6.70","19.13","0.1183"
"101.00","6.73","19.14","0.1189"
"101.50","6.77","19.16","0.1194"
"102.00","6.80","19.17","0.1199"
"102.50","6.83","19.19","0.1204"
"103.00","6.87","19.20","0.1208"
"103.50","6.90","19.23","0.1213"
"104.00","6.93","19.27","0.1217"
"104.50","6.97","19.31","0.1222"
"105.00","7.00","19.32","0.1228"
"105.50","7.03","19.30","0.1236"
"106.00","7.07","19.25","0.1245"
"106.50","7.10","19.17","0.1256"
"107.00","7.13","19.15","0.1267"
"107.50","7.17","19.17","0.1277"
"108.00","7.20","19.18","0.1287"
"108.50","7.23","19.19","0.1297"
"109.00","7.27","19.20","0.1306"
"109.50","7.30","19.21","0.1315"
"110.00","7.33","19.21","0.1322"
"110.50","7.37","19.22","0.1329"
"111.00","7.40","19.22","0.1334"
"111.50","7.43","19.23","0.1339"
"112.00","7.47","19.24","0.1344"
"112.50","7.50","19.25","0.1348"
"113.00","7.53","19.26","0.1351"
"113.50","7.57","19.27","0.1354"
"114.00","7.60","19.28","0.1357"
"114.50","7.63","19.31","0.1360"
"115.00","7.67","19.33","0.1363"
"115.50","7.70","19.35","0.1367"
"116.00","7.73","19.38","0.1370"
"116.50","7.77","19.41","0.1374"
"117.00","7.80","19.43","0.1379"
"117.50","7.83","19.41","0.1386"
"118.00","7.87","19.35","0.1396"
"118.50","7.90","19.30","0.1406"
"119.00","7.93","19.30","0.1417"
"119.50","7.97","19.31","0.1429"
"120.00","8.00","19.31","0.1440"
"120.50","8.03","19.32","0.1452"
"121.00","8.07","19.32","0.1464"
"121.50","8.10","19.33","0.1475"
"122.00","8.13","19.33","0.1487"
"122.50","8.17","19.34","0.1499"
"123.00","8.20","19.34","0.1511"
"123.50","8.23","19.35","0.1523"
"124.00","8.27","19.35","0.1536"
"124.50","8.30","19.36","0.1548"
"125.00","8.33","19.36","0.1560"
"125.50","8.37","19.37","0.1572"
"126.00","8.40","19.37","0.1584"
"126.50","8.43","19.38","0.1597"
"127.00","8.47","19.38","0.1609"
"127.50","8.50","19.39","0.1621"
"128.00","8.53","19.39","0.1633"
"128.50","8.57","19.40","0.1646"
"129.00","8.60","19.40","0.1658"
"129.50","8.63","19.41","0.1670"
"130.00","8.67","19.41","0.1683"
"130.50","8.70","19.42","0.1694"
"131.00","8.73","19.42","0.1706"
"131.50","8.77","19.43","0.1718"
"132.00","8.80","19.43","0.1729"
"132.50","8.83","19.43","0.1741"
"133.00","8.87","19.43","0.1753"
"133.50","8.90","19.42","0.1765"
"134.00","8.93","19.41","0.1777"
"134.50","8.97","19.40","0.1789"
"135.00","9.00","19.38","0.1801"
"135.50","9.03","19.36","0.1813"
"136.00","9.07","19.35","0.1826"
"136.50","9.10","19.34","0.1838"
"137.00","9.13","19.32","0.1851"
"137.50","9.17","19.32","0.1864"
"138.00","9.20","19.30","0.1876"
"138.50","9.23","19.29","0.1889"
"139.00","9.27","19.27","0.1902"
"139.50","9.30","19.25","0.1915"
"140.00","9.33","19.24","0.1928"
"140.50","9.37","19.22","0.1940"
"141.00","9.40","19.20","0.1953"
"141.50","9.43","19.18","0.1967"
"142.00","9.47","19.16","0.1980"
"142.50","9.50","19.13","0.1993"
"143.00","9.53","19.10","0.2006"
"143.50","9.57","19.07","0.2019"
"144.00","9.60","19.04","0.2033"
"144.50","9.63","19.01","0.2046"
"145.00","9.67","18.97","0.2059"
"145.50","9.70","18.93","0.2073"
"146.00","9.73","18.89","0.2086"
"146.50","9.77","18.85","0.2099"
"147.00","9.80","18.80","0.2113"
"147.50","9.83","18.75","0.2127"
"148.00","9.87","18.70","0.2140"
"148.50","9.90","18.65","0.2154"
"149.00","9.93","18.59","0.2167"
"149.50","9.97","18.53","0.2181"
"150.00","10.00","18.46","0.2195"
"150.50","10.03","18.39","0.2209"
"151.00","10.07","18.31","0.2223"
"151.50","10.10","10.85","0.2198"

