System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02D304"
Last test date,,"9/15/2025"
Last test time,,"5:19:03 PM"
Course,,"NPRE432"
Lab Section Number,,"02"
Group,,"D"
Material,,"304 Stainless Steel"
Heat Treatment,,""
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.03"
Grip Diameter,(mm),"12.60"
Rockwell Hardness,,"99.6"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"3.33"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"28.31"
Maximum Strain,(%),"60.95"

Time,Displacement,Force,Strain 1
"143.50","9.57","26.78","0.1894"
"144.00","9.60","26.78","0.1902"
"144.50","9.63","26.80","0.1911"
"145.00","9.67","26.81","0.1919"
"145.50","9.70","26.82","0.1927"
"146.00","9.73","26.83","0.1935"
"146.50","9.77","26.84","0.1943"
"147.00","9.80","26.85","0.1951"
"147.50","9.83","26.86","0.1959"
"148.00","9.87","26.87","0.1968"
"148.50","9.90","26.88","0.1976"
"149.00","9.93","26.89","0.1984"
"149.50","9.97","26.90","0.1992"
"150.00","10.00","26.91","0.2000"
"150.50","10.03","26.92","0.2009"
"151.00","10.07","26.93","0.2017"
"151.50","10.10","26.94","0.2025"
"152.00","10.13","26.95","0.2033"
"152.50","10.17","26.96","0.2041"
"153.00","10.20","26.97","0.2050"
"153.50","10.23","26.98","0.2058"
"154.00","10.27","26.99","0.2066"
"154.50","10.30","27.00","0.2074"
"155.00","10.33","27.01","0.2082"
"155.50","10.37","27.02","0.2091"
"156.00","10.40","27.03","0.2099"
"156.50","10.43","27.04","0.2107"
"157.00","10.47","27.05","0.2115"
"157.50","10.50","27.06","0.2123"
"158.00","10.53","27.07","0.2132"
"158.50","10.57","27.08","0.2140"
"159.00","10.60","27.09","0.2148"
"159.50","10.63","27.10","0.2157"
"160.00","10.67","27.11","0.2165"
"160.50","10.70","27.12","0.2173"
"161.00","10.73","27.13","0.2181"
"161.50","10.77","27.14","0.2190"
"162.00","10.80","27.15","0.2198"
"162.50","10.83","27.16","0.2206"
"163.00","10.87","27.17","0.2214"
"163.50","10.90","27.17","0.2223"
"164.00","10.93","27.18","0.2231"
"164.50","10.97","27.19","0.2239"
"165.00","11.00","27.20","0.2248"
"165.50","11.03","27.21","0.2256"
"166.00","11.07","27.22","0.2264"
"166.50","11.10","27.23","0.2273"
"167.00","11.13","27.24","0.2281"
"167.50","11.17","27.25","0.2289"
"168.00","11.20","27.25","0.2298"
"168.50","11.23","27.26","0.2306"
"169.00","11.27","27.27","0.2314"
"169.50","11.30","27.28","0.2323"
"170.00","11.33","27.29","0.2331"
"170.50","11.37","27.30","0.2339"
"171.00","11.40","27.31","0.2348"
"171.50","11.43","27.31","0.2356"
"172.00","11.47","27.33","0.2364"
"172.50","11.50","27.33","0.2373"
"173.00","11.53","27.34","0.2381"
"173.50","11.57","27.35","0.2390"
"174.00","11.60","27.36","0.2398"
"174.50","11.63","27.37","0.2407"
"175.00","11.67","27.37","0.2415"
"175.50","11.70","27.38","0.2423"
"176.00","11.73","27.39","0.2432"
"176.50","11.77","27.40","0.2440"
"177.00","11.80","27.41","0.2449"
"177.50","11.83","27.42","0.2457"
"178.00","11.87","27.42","0.2465"
"178.50","11.90","27.44","0.2474"
"179.00","11.93","27.44","0.2482"
"179.50","11.97","27.45","0.2491"
"180.00","12.00","27.46","0.2499"
"180.50","12.03","27.47","0.2507"
"181.00","12.07","27.47","0.2516"
"181.50","12.10","27.48","0.2524"
"182.00","12.13","27.49","0.2533"
"182.50","12.17","27.50","0.2541"
"183.00","12.20","27.51","0.2550"
"183.50","12.23","27.51","0.2558"
"184.00","12.27","27.52","0.2567"
"184.50","12.30","27.53","0.2575"
"185.00","12.33","27.54","0.2584"
"185.50","12.37","27.54","0.2592"
"186.00","12.40","27.55","0.2601"
"186.50","12.43","27.56","0.2609"
"187.00","12.47","27.56","0.2618"
"187.50","12.50","27.57","0.2626"
"188.00","12.53","27.58","0.2634"
"188.50","12.57","27.59","0.2643"
"189.00","12.60","27.59","0.2651"
"189.50","12.63","27.60","0.2660"
"190.00","12.67","27.61","0.2668"
"190.50","12.70","27.62","0.2677"
"191.00","12.73","27.62","0.2685"
"191.50","12.77","27.63","0.2694"
"192.00","12.80","27.64","0.2702"
"192.50","12.83","27.64","0.2711"
"193.00","12.87","27.65","0.2720"
"193.50","12.90","27.65","0.2728"
"194.00","12.93","27.66","0.2737"
"194.50","12.97","27.67","0.2745"
"195.00","13.00","27.68","0.2754"
"195.50","13.03","27.68","0.2763"
"196.00","13.07","27.69","0.2771"
"196.50","13.10","27.70","0.2780"
"197.00","13.13","27.71","0.2788"
"197.50","13.17","27.72","0.2797"
"198.00","13.20","27.72","0.2806"
"198.50","13.23","27.72","0.2814"
"199.00","13.27","27.73","0.2823"
"199.50","13.30","27.74","0.2831"
"200.00","13.33","27.75","0.2840"
"200.50","13.37","27.75","0.2849"
"201.00","13.40","27.76","0.2857"
"201.50","13.43","27.77","0.2866"
"202.00","13.47","27.77","0.2875"
"202.50","13.50","27.78","0.2883"
"203.00","13.53","27.79","0.2892"
"203.50","13.57","27.79","0.2901"
"204.00","13.60","27.80","0.2910"
"204.50","13.63","27.81","0.2918"
"205.00","13.67","27.81","0.2927"
"205.50","13.70","27.82","0.2936"
"206.00","13.73","27.82","0.2944"
"206.50","13.77","27.83","0.2953"
"207.00","13.80","27.83","0.2962"
"207.50","13.83","27.84","0.2971"
"208.00","13.87","27.84","0.2979"
"208.50","13.90","27.85","0.2988"
"209.00","13.93","27.86","0.2997"
"209.50","13.97","27.86","0.3006"
"210.00","14.00","27.87","0.3014"
"210.50","14.03","27.87","0.3023"
"211.00","14.07","27.88","0.3032"
"211.50","14.10","27.89","0.3041"
"212.00","14.13","27.89","0.3050"
"212.50","14.17","27.89","0.3058"
"213.00","14.20","27.90","0.3067"
"213.50","14.23","27.91","0.3076"
"214.00","14.27","27.91","0.3085"
"214.50","14.30","27.92","0.3094"
"215.00","14.33","27.93","0.3103"
"215.50","14.37","27.93","0.3112"
"216.00","14.40","27.94","0.3121"
"216.50","14.43","27.94","0.3130"
"217.00","14.47","27.94","0.3139"
"217.50","14.50","27.95","0.3148"
"218.00","14.53","27.96","0.3157"
"218.50","14.57","27.96","0.3166"
"219.00","14.60","27.97","0.3175"
"219.50","14.63","27.97","0.3184"
"220.00","14.67","27.98","0.3192"
"220.50","14.70","27.99","0.3202"
"221.00","14.73","27.99","0.3211"
"221.50","14.77","28.00","0.3220"
"222.00","14.80","28.00","0.3229"
"222.50","14.83","28.00","0.3238"
"223.00","14.87","28.01","0.3247"
"223.50","14.90","28.02","0.3256"
"224.00","14.93","28.02","0.3265"
"224.50","14.97","28.03","0.3274"
"225.00","15.00","28.03","0.3283"
"225.50","15.03","28.03","0.3292"
"226.00","15.07","28.04","0.3301"
"226.50","15.10","28.04","0.3311"
"227.00","15.13","28.05","0.3320"
"227.50","15.17","28.05","0.3329"
"228.00","15.20","28.06","0.3338"
"228.50","15.23","28.06","0.3347"
"229.00","15.27","28.07","0.3356"
"229.50","15.30","28.07","0.3366"
"230.00","15.33","28.07","0.3375"
"230.50","15.37","28.08","0.3384"
"231.00","15.40","28.09","0.3393"
"231.50","15.43","28.09","0.3403"
"232.00","15.47","28.09","0.3412"
"232.50","15.50","28.09","0.3421"
"233.00","15.53","28.10","0.3430"
"233.50","15.57","28.11","0.3440"
"234.00","15.60","28.11","0.3449"
"234.50","15.63","28.11","0.3458"
"235.00","15.67","28.12","0.3468"
"235.50","15.70","28.12","0.3477"
"236.00","15.73","28.13","0.3487"
"236.50","15.77","28.13","0.3496"
"237.00","15.80","28.14","0.3505"
"237.50","15.83","28.14","0.3515"
"238.00","15.87","28.14","0.3524"
"238.50","15.90","28.15","0.3534"
"239.00","15.93","28.15","0.3543"
"239.50","15.97","28.12","0.3552"
"240.00","16.00","28.16","0.3561"
"240.50","16.03","28.16","0.3570"
"241.00","16.07","28.17","0.3580"
"241.50","16.10","28.17","0.3589"
"242.00","16.13","28.18","0.3599"
"242.50","16.17","28.18","0.3609"
"243.00","16.20","28.18","0.3618"
"243.50","16.23","28.18","0.3628"
"244.00","16.27","28.19","0.3637"
"244.50","16.30","28.19","0.3647"
"245.00","16.33","28.20","0.3656"
"245.50","16.37","28.20","0.3666"
"246.00","16.40","28.20","0.3676"
"246.50","16.43","28.20","0.3685"
"247.00","16.47","28.21","0.3695"
"247.50","16.50","28.21","0.3705"
"248.00","16.53","28.21","0.3714"
"248.50","16.57","28.22","0.3724"
"249.00","16.60","28.22","0.3734"
"249.50","16.63","28.22","0.3744"
"250.00","16.67","28.23","0.3753"
"250.50","16.70","28.23","0.3763"
"251.00","16.73","28.23","0.3773"
"251.50","16.77","28.23","0.3783"
"252.00","16.80","28.24","0.3793"
"252.50","16.83","28.24","0.3802"
"253.00","16.87","28.24","0.3812"
"253.50","16.90","28.24","0.3822"
"254.00","16.93","28.25","0.3832"
"254.50","16.97","28.25","0.3842"
"255.00","17.00","28.25","0.3852"
"255.50","17.03","28.25","0.3862"
"256.00","17.07","28.25","0.3871"
"256.50","17.10","28.26","0.3882"
"257.00","17.13","28.26","0.3891"
"257.50","17.17","28.26","0.3901"
"258.00","17.20","28.26","0.3912"
"258.50","17.23","28.27","0.3921"
"259.00","17.27","28.27","0.3932"
"259.50","17.30","28.27","0.3942"
"260.00","17.33","28.27","0.3952"
"260.50","17.37","28.28","0.3962"
"261.00","17.40","28.28","0.3972"
"261.50","17.43","28.28","0.3982"
"262.00","17.47","28.28","0.3992"
"262.50","17.50","28.28","0.4003"
"263.00","17.53","28.29","0.4013"
"263.50","17.57","28.29","0.4023"
"264.00","17.60","28.29","0.4033"
"264.50","17.63","28.29","0.4044"
"265.00","17.67","28.29","0.4054"
"265.50","17.70","28.30","0.4064"
"266.00","17.73","28.30","0.4075"
"266.50","17.77","28.30","0.4085"
"267.00","17.80","28.30","0.4095"
"267.50","17.83","28.30","0.4106"
"268.00","17.87","28.30","0.4117"
"268.50","17.90","28.30","0.4127"
"269.00","17.93","28.30","0.4137"
"269.50","17.97","28.30","0.4148"
"270.00","18.00","28.30","0.4158"
"270.50","18.03","28.30","0.4169"
"271.00","18.07","28.30","0.4179"
"271.50","18.10","28.31","0.4190"
"272.00","18.13","28.30","0.4201"
"272.50","18.17","28.30","0.4211"
"273.00","18.20","28.30","0.4222"
"273.50","18.23","28.30","0.4233"
"274.00","18.27","28.30","0.4244"
"274.50","18.30","28.31","0.4254"
"275.00","18.33","28.30","0.4265"
"275.50","18.37","28.30","0.4276"
"276.00","18.40","28.30","0.4287"
"276.50","18.43","28.30","0.4298"
"277.00","18.47","28.30","0.4309"
"277.50","18.50","28.30","0.4320"
"278.00","18.53","28.30","0.4331"
"278.50","18.57","28.30","0.4342"
"279.00","18.60","28.30","0.4354"
"279.50","18.63","28.30","0.4365"
"280.00","18.67","28.30","0.4376"
"280.50","18.70","28.30","0.4387"
"281.00","18.73","28.30","0.4399"
"281.50","18.77","28.29","0.4410"
"282.00","18.80","28.29","0.4421"
"282.50","18.83","28.29","0.4433"
"283.00","18.87","28.29","0.4444"
"283.50","18.90","28.28","0.4456"
"284.00","18.93","28.28","0.4467"
"284.50","18.97","28.28","0.4479"
"285.00","19.00","28.27","0.4490"
"285.50","19.03","28.27","0.4502"
"286.00","19.07","28.27","0.4514"
"286.50","19.10","28.26","0.4526"
"287.00","19.13","28.26","0.4537"
"287.50","19.17","28.25","0.4549"
"288.00","19.20","28.25","0.4561"
"288.50","19.23","28.25","0.4573"
"289.00","19.27","28.24","0.4585"
"289.50","19.30","28.23","0.4597"
"290.00","19.33","28.23","0.4609"
"290.50","19.37","28.22","0.4621"
"291.00","19.40","28.21","0.4633"
"291.50","19.43","28.21","0.4645"
"292.00","19.47","28.20","0.4657"
"292.50","19.50","28.19","0.4669"
"293.00","19.53","28.18","0.4682"
"293.50","19.57","28.17","0.4694"
"294.00","19.60","28.16","0.4706"
"294.50","19.63","28.15","0.4719"
"295.00","19.67","28.14","0.4731"
"295.50","19.70","28.13","0.4743"
"296.00","19.73","28.11","0.4756"
"296.50","19.77","28.10","0.4768"
"297.00","19.80","28.09","0.4781"
"297.50","19.83","28.08","0.4794"
"298.00","19.87","28.06","0.4806"
"298.50","19.90","28.04","0.4819"
"299.00","19.93","28.03","0.4832"
"299.50","19.97","28.01","0.4844"
"300.00","20.00","27.99","0.4857"
"300.50","20.03","27.97","0.4870"
"301.00","20.07","27.95","0.4883"
"301.50","20.10","27.93","0.4896"
"302.00","20.13","27.91","0.4909"
"302.50","20.17","27.89","0.4922"
"303.00","20.20","27.86","0.4935"
"303.50","20.23","27.84","0.4948"
"304.00","20.27","27.81","0.4961"
"304.50","20.30","27.78","0.4974"
"305.00","20.33","27.75","0.4987"
"305.50","20.37","27.72","0.5000"
"306.00","20.40","27.69","0.5014"
"306.50","20.43","27.66","0.5027"
"307.00","20.47","27.62","0.5040"
"307.50","20.50","27.59","0.5053"
"308.00","20.53","27.55","0.5067"
"308.50","20.57","27.51","0.5080"
"309.00","20.60","27.47","0.5093"
"309.50","20.63","27.43","0.5107"
"310.00","20.67","27.38","0.5120"
"310.50","20.70","27.34","0.5133"
"311.00","20.73","27.29","0.5147"
"311.50","20.77","27.24","0.5160"
"312.00","20.80","27.19","0.5174"
"312.50","20.83","27.14","0.5187"
"313.00","20.87","27.08","0.5201"
"313.50","20.90","27.02","0.5214"
"314.00","20.93","26.97","0.5228"
"314.50","20.97","26.90","0.5241"
"315.00","21.00","26.84","0.5255"
"315.50","21.03","26.78","0.5269"
"316.00","21.07","26.71","0.5282"
"316.50","21.10","26.64","0.5296"
"317.00","21.13","26.57","0.5310"
"317.50","21.17","26.49","0.5324"
"318.00","21.20","26.42","0.5337"
"318.50","21.23","26.34","0.5351"
"319.00","21.27","26.26","0.5365"
"319.50","21.30","26.18","0.5379"
"320.00","21.33","26.09","0.5392"
"320.50","21.37","26.00","0.5406"
"321.00","21.40","25.91","0.5420"
"321.50","21.43","25.82","0.5434"
"322.00","21.47","25.72","0.5448"
"322.50","21.50","25.63","0.5462"
"323.00","21.53","25.52","0.5476"
"323.50","21.57","25.42","0.5490"
"324.00","21.60","25.31","0.5504"
"324.50","21.63","25.20","0.5518"
"325.00","21.67","25.09","0.5533"
"325.50","21.70","24.97","0.5547"
"326.00","21.73","24.85","0.5561"
"326.50","21.77","24.73","0.5575"
"327.00","21.80","24.60","0.5590"
"327.50","21.83","24.47","0.5604"
"328.00","21.87","24.34","0.5618"
"328.50","21.90","24.20","0.5633"
"329.00","21.93","24.05","0.5647"
"329.50","21.97","23.91","0.5662"
"330.00","22.00","23.76","0.5676"
"330.50","22.03","23.61","0.5691"
"331.00","22.07","23.45","0.5706"
"331.50","22.10","23.28","0.5721"
"332.00","22.13","23.12","0.5736"
"332.50","22.17","22.95","0.5750"
"333.00","22.20","22.77","0.5765"
"333.50","22.23","22.59","0.5780"
"334.00","22.27","22.41","0.5795"
"334.50","22.30","22.22","0.5810"
"335.00","22.33","22.03","0.5825"
"335.50","22.37","21.83","0.5841"
"336.00","22.40","21.62","0.5856"
"336.50","22.43","21.41","0.5871"
"337.00","22.47","21.19","0.5887"
"337.50","22.50","20.98","0.5902"
"338.00","22.53","20.75","0.5918"
"338.50","22.57","20.52","0.5933"
"339.00","22.60","20.28","0.5949"
"339.50","22.63","20.03","0.5965"
"340.00","22.67","19.78","0.5981"
"340.50","22.70","19.52","0.5997"
"341.00","22.73","19.26","0.6013"
"341.50","22.77","18.98","0.6029"
"342.00","22.80","18.70","0.6045"
"342.50","22.83","18.41","0.6061"
"343.00","22.87","18.10","0.6078"
"343.50","22.90","17.75","0.6095"
"343.56","22.90","10.15","0.5941"

