System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02D1018CR"
Last test date,,"9/15/2025"
Last test time,,"4:35:12 PM"
Course,,"N"
Lab Section Number,,"02"
Group,,"D"
Material,,"1018"
Heat Treatment,,"CR"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.13"
Grip Diameter,(mm),"12.66"
Rockwell Hardness,,"93.6"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.44"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"27.47"
Maximum Strain,(%),"17.15"

Time,Displacement,Force,Strain 1
"19.50","1.30","10.78","0.001340"
"20.00","1.33","11.06","0.001371"
"20.50","1.37","11.34","0.001401"
"21.00","1.40","11.62","0.001432"
"21.50","1.43","11.90","0.001481"
"22.00","1.47","12.18","0.001499"
"22.50","1.50","12.47","0.001531"
"23.00","1.53","12.76","0.001570"
"23.50","1.57","13.05","0.001624"
"24.00","1.60","13.34","0.001649"
"24.50","1.63","13.63","0.001696"
"25.00","1.67","13.93","0.001731"
"25.50","1.70","14.22","0.001763"
"26.00","1.73","14.52","0.001814"
"26.50","1.77","14.82","0.001846"
"27.00","1.80","15.13","0.001882"
"27.50","1.83","15.43","0.001923"
"28.00","1.87","15.73","0.001957"
"28.50","1.90","16.04","0.001997"
"29.00","1.93","16.34","0.002033"
"29.50","1.97","16.65","0.002078"
"30.00","2.00","16.96","0.002114"
"30.50","2.03","17.28","0.002154"
"31.00","2.07","17.59","0.002201"
"31.50","2.10","17.91","0.002231"
"32.00","2.13","18.22","0.002282"
"32.50","2.17","18.54","0.002316"
"33.00","2.20","18.85","0.002353"
"33.50","2.23","19.17","0.002390"
"34.00","2.27","19.49","0.002431"
"34.50","2.30","19.81","0.002479"
"35.00","2.33","20.13","0.002513"
"35.50","2.37","20.45","0.002558"
"36.00","2.40","20.78","0.002593"
"36.50","2.43","21.10","0.002644"
"37.00","2.47","21.43","0.002686"
"37.50","2.50","21.77","0.002730"
"38.00","2.53","22.10","0.002780"
"38.50","2.57","22.43","0.002817"
"39.00","2.60","22.75","0.002866"
"39.50","2.63","23.08","0.002918"
"40.00","2.67","23.36","0.002972"
"40.50","2.70","23.72","0.003029"
"41.00","2.73","24.04","0.003104"
"41.50","2.77","24.35","0.003183"
"42.00","2.80","24.67","0.003276"
"42.50","2.83","24.97","0.003385"
"43.00","2.87","25.26","0.003526"
"43.50","2.90","25.54","0.003700"
"44.00","2.93","25.79","0.003918"
"44.50","2.97","26.01","0.004195"
"45.00","3.00","26.21","0.004523"
"45.50","3.03","26.40","0.004918"
"46.00","3.07","26.56","0.005371"
"46.50","3.10","26.71","0.005856"
"47.00","3.13","26.83","0.006396"
"47.50","3.17","26.93","0.007006"
"48.00","3.20","27.01","0.007677"
"48.50","3.23","27.07","0.008436"
"49.00","3.27","27.11","0.009242"
"49.50","3.30","27.15","0.01010"
"50.00","3.33","27.17","0.01101"
"50.50","3.37","27.20","0.01195"
"51.00","3.40","27.22","0.01291"
"51.50","3.43","27.24","0.01387"
"52.00","3.47","27.26","0.01486"
"52.50","3.50","27.28","0.01583"
"53.00","3.53","27.30","0.01681"
"53.50","3.57","27.32","0.01780"
"54.00","3.60","27.33","0.01877"
"54.50","3.63","27.35","0.01975"
"55.00","3.67","27.36","0.02071"
"55.50","3.70","27.38","0.02168"
"56.00","3.73","27.39","0.02265"
"56.50","3.77","27.40","0.02361"
"57.00","3.80","27.41","0.02458"
"57.50","3.83","27.43","0.02554"
"58.00","3.87","27.44","0.02652"
"58.50","3.90","27.44","0.02750"
"59.00","3.93","27.45","0.02849"
"59.50","3.97","27.46","0.02949"
"60.00","4.00","27.46","0.03049"
"60.50","4.03","27.46","0.03151"
"61.00","4.07","27.47","0.03255"
"61.50","4.10","27.47","0.03358"
"62.00","4.13","27.47","0.03465"
"62.50","4.17","27.47","0.03572"
"63.00","4.20","27.46","0.03681"
"63.50","4.23","27.46","0.03793"
"64.00","4.27","27.44","0.03905"
"64.50","4.30","27.43","0.04020"
"65.00","4.33","27.42","0.04138"
"65.50","4.37","27.40","0.04258"
"66.00","4.40","27.37","0.04378"
"66.50","4.43","27.35","0.04501"
"67.00","4.47","27.32","0.04627"
"67.50","4.50","27.28","0.04753"
"68.00","4.53","27.24","0.04881"
"68.50","4.57","27.19","0.05010"
"69.00","4.60","27.14","0.05142"
"69.50","4.63","27.09","0.05275"
"70.00","4.67","27.03","0.05408"
"70.50","4.70","26.96","0.05542"
"71.00","4.73","26.90","0.05675"
"71.50","4.77","26.83","0.05810"
"72.00","4.80","26.76","0.05944"
"72.50","4.83","26.69","0.06081"
"73.00","4.87","26.61","0.06217"
"73.50","4.90","26.54","0.06352"
"74.00","4.93","26.46","0.06489"
"74.50","4.97","26.38","0.06625"
"75.00","5.00","26.30","0.06760"
"75.50","5.03","26.23","0.06898"
"76.00","5.07","26.14","0.07035"
"76.50","5.10","26.06","0.07173"
"77.00","5.13","25.97","0.07311"
"77.50","5.17","25.89","0.07447"
"78.00","5.20","25.81","0.07584"
"78.50","5.23","25.72","0.07721"
"79.00","5.27","25.64","0.07859"
"79.50","5.30","25.55","0.07996"
"80.00","5.33","25.47","0.08133"
"80.50","5.37","25.38","0.08269"
"81.00","5.40","25.30","0.08407"
"81.50","5.43","25.21","0.08544"
"82.00","5.47","25.12","0.08682"
"82.50","5.50","25.03","0.08819"
"83.00","5.53","24.94","0.08956"
"83.50","5.57","24.85","0.09095"
"84.00","5.60","24.76","0.09232"
"84.50","5.63","24.67","0.09370"
"85.00","5.67","24.58","0.09508"
"85.50","5.70","24.49","0.09647"
"86.00","5.73","24.39","0.09785"
"86.50","5.77","24.30","0.09922"
"87.00","5.80","24.20","0.1006"
"87.50","5.83","24.11","0.1020"
"88.00","5.87","24.01","0.1034"
"88.50","5.90","23.91","0.1048"
"89.00","5.93","23.81","0.1062"
"89.50","5.97","23.72","0.1076"
"90.00","6.00","23.61","0.1089"
"90.50","6.03","23.52","0.1103"
"91.00","6.07","23.41","0.1118"
"91.50","6.10","23.31","0.1131"
"92.00","6.13","23.20","0.1145"
"92.50","6.17","23.10","0.1159"
"93.00","6.20","22.99","0.1173"
"93.50","6.23","22.88","0.1187"
"94.00","6.27","22.77","0.1201"
"94.50","6.30","22.66","0.1216"
"95.00","6.33","22.55","0.1230"
"95.50","6.37","22.43","0.1244"
"96.00","6.40","22.32","0.1258"
"96.50","6.43","22.20","0.1272"
"97.00","6.47","22.08","0.1286"
"97.50","6.50","21.96","0.1300"
"98.00","6.53","21.84","0.1315"
"98.50","6.57","21.72","0.1329"
"99.00","6.60","21.59","0.1343"
"99.50","6.63","21.47","0.1357"
"100.00","6.67","21.34","0.1372"
"100.50","6.70","21.21","0.1386"
"101.00","6.73","21.08","0.1400"
"101.50","6.77","20.94","0.1414"
"102.00","6.80","20.80","0.1429"
"102.50","6.83","20.67","0.1443"
"103.00","6.87","20.53","0.1457"
"103.50","6.90","20.39","0.1472"
"104.00","6.93","20.24","0.1486"
"104.50","6.97","20.09","0.1501"
"105.00","7.00","19.95","0.1515"
"105.50","7.03","19.79","0.1530"
"106.00","7.07","19.64","0.1544"
"106.50","7.10","19.48","0.1559"
"107.00","7.13","19.32","0.1573"
"107.50","7.17","19.16","0.1588"
"108.00","7.20","19.00","0.1603"
"108.50","7.23","18.82","0.1617"
"109.00","7.27","18.65","0.1632"
"109.50","7.30","18.46","0.1647"
"109.87","7.32","10.88","0.1715"

