System ID,,"4483J11304"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02A4340OQ"
Last test date,,"10/13/2025"
Last test time,,"5:30:41 PM"
Course,,"NPRE 432"
Lab Section Number,,"1"
Group,,"A"
Material,,"4340"
Heat Treatment,,"Oil Quenched"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.10"
Grip Diameter,(mm),"12.55"
Rockwell Hardness,,"39.0"
Rockwell Scale,,"HRC"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.95"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"76.77"
Maximum Strain,(%),"2.563"

Time,Displacement,Force,Strain 1
"48.00","3.20","47.47","0.0004015"
"48.50","3.23","47.93","0.0004066"
"49.00","3.26","48.40","0.0004234"
"49.50","3.30","48.86","0.0004530"
"50.00","3.33","49.33","0.0005265"
"50.50","3.36","49.79","0.0004008"
"51.00","3.40","50.26","0.0004296"
"51.50","3.43","50.72","0.0004353"
"52.00","3.46","51.19","0.0004999"
"52.50","3.50","51.65","0.0005541"
"53.00","3.53","52.10","0.0006291"
"53.50","3.56","52.56","0.0007355"
"54.00","3.60","53.03","0.0008402"
"54.50","3.63","53.48","0.0009524"
"55.00","3.66","53.94","0.001071"
"55.50","3.70","54.40","0.001191"
"56.00","3.73","54.86","0.001313"
"56.50","3.76","55.32","0.001435"
"57.00","3.80","55.77","0.001560"
"57.50","3.83","56.21","0.001682"
"58.00","3.86","56.67","0.001817"
"58.50","3.90","57.11","0.001937"
"59.00","3.93","57.56","0.002064"
"59.50","3.96","58.01","0.002211"
"60.00","4.00","58.45","0.002350"
"60.50","4.03","58.90","0.002487"
"61.00","4.06","59.33","0.002618"
"61.50","4.10","59.76","0.002769"
"62.00","4.13","60.21","0.002909"
"62.50","4.16","60.64","0.003049"
"63.00","4.20","61.07","0.003198"
"63.50","4.23","61.49","0.003349"
"64.00","4.26","61.91","0.003496"
"64.50","4.30","62.33","0.003648"
"65.00","4.33","62.76","0.003802"
"65.50","4.36","63.17","0.003965"
"66.00","4.40","63.59","0.004131"
"66.50","4.43","64.01","0.004294"
"67.00","4.46","64.41","0.004466"
"67.50","4.50","64.82","0.004624"
"68.00","4.53","65.24","0.004809"
"68.50","4.56","65.65","0.004992"
"69.00","4.60","66.05","0.005156"
"69.50","4.63","66.42","0.005334"
"70.00","4.66","66.83","0.005518"
"70.50","4.70","67.21","0.005723"
"71.00","4.73","67.61","0.005907"
"71.50","4.76","67.99","0.006113"
"72.00","4.80","68.37","0.006321"
"72.50","4.83","68.75","0.006528"
"73.00","4.86","69.12","0.006735"
"73.50","4.90","69.49","0.006960"
"74.00","4.93","69.85","0.007179"
"74.50","4.96","70.22","0.007401"
"75.00","5.00","70.57","0.007628"
"75.50","5.03","70.91","0.007854"
"76.00","5.06","71.25","0.008092"
"76.50","5.10","71.61","0.008337"
"77.00","5.13","71.94","0.008581"
"77.50","5.16","72.27","0.008837"
"78.00","5.20","72.59","0.009087"
"78.50","5.23","72.91","0.009345"
"79.00","5.26","73.22","0.009612"
"79.50","5.30","73.53","0.009892"
"80.00","5.33","73.83","0.01016"
"80.50","5.36","74.13","0.01045"
"81.00","5.40","74.42","0.01073"
"81.50","5.43","74.70","0.01102"
"82.00","5.46","74.98","0.01132"
"82.50","5.50","75.26","0.01162"
"83.00","5.53","75.53","0.01193"
"83.50","5.56","75.80","0.01225"
"84.00","5.60","76.04","0.01257"
"84.50","5.63","76.29","0.01289"
"85.00","5.66","76.54","0.01323"
"85.50","5.70","76.77","0.01356"
"85.80","5.72","44.44","0.02563"

