System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N01D4340NM"
Last test date,,"10/13/2025"
Last test time,,"5:53:20 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"D"
Material,,"4340 Steel"
Heat Treatment,,"Normalized"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.03"
Grip Diameter,(mm),"12.37"
Rockwell Hardness,,"15.5"
Rockwell Scale,,"HRC"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.48"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"61.84"
Maximum Strain,(%),"9.746"

Time,Displacement,Force,Strain 1
"26.00","1.73","13.66","0.001109"
"26.50","1.77","14.01","0.001142"
"27.00","1.80","14.36","0.001187"
"27.50","1.83","14.71","0.001247"
"28.00","1.87","15.06","0.001319"
"28.50","1.90","15.41","0.001334"
"29.00","1.93","15.76","0.001407"
"29.50","1.97","16.12","0.001430"
"30.00","2.00","16.48","0.001500"
"30.50","2.03","16.83","0.001579"
"31.00","2.07","17.19","0.001597"
"31.50","2.10","17.55","0.001658"
"32.00","2.13","17.91","0.001693"
"32.50","2.17","18.27","0.001718"
"33.00","2.20","18.64","0.001844"
"33.50","2.23","18.99","0.001868"
"34.00","2.27","19.36","0.001922"
"34.50","2.30","19.72","0.001957"
"35.00","2.33","20.09","0.002029"
"35.50","2.37","20.45","0.002134"
"36.00","2.40","20.82","0.002156"
"36.50","2.43","21.19","0.002223"
"37.00","2.47","21.55","0.002251"
"37.50","2.50","21.92","0.002289"
"38.00","2.53","22.29","0.002392"
"38.50","2.57","22.66","0.002457"
"39.00","2.60","23.03","0.002510"
"39.50","2.63","23.38","0.002635"
"40.00","2.67","23.76","0.002658"
"40.50","2.70","24.13","0.002691"
"41.00","2.73","24.49","0.002749"
"41.50","2.77","24.87","0.002792"
"42.00","2.80","25.24","0.002868"
"42.50","2.83","25.61","0.002944"
"43.00","2.87","25.98","0.002991"
"43.50","2.90","26.35","0.003086"
"44.00","2.93","26.73","0.003139"
"44.50","2.97","27.10","0.003190"
"45.00","3.00","27.47","0.003273"
"45.50","3.03","27.84","0.003350"
"46.00","3.07","28.22","0.003418"
"46.50","3.10","28.59","0.003511"
"47.00","3.13","28.96","0.003576"
"47.50","3.17","29.33","0.003627"
"48.00","3.20","29.70","0.003707"
"48.50","3.23","30.07","0.003870"
"49.00","3.27","30.44","0.003900"
"49.50","3.30","30.81","0.003955"
"50.00","3.33","31.18","0.004053"
"50.50","3.37","31.55","0.004120"
"51.00","3.40","31.93","0.004201"
"51.50","3.43","32.30","0.004292"
"52.00","3.47","32.67","0.004358"
"52.50","3.50","33.04","0.004445"
"53.00","3.53","33.41","0.004539"
"53.50","3.57","33.79","0.004632"
"54.00","3.60","34.16","0.004722"
"54.50","3.63","34.53","0.004812"
"55.00","3.67","34.91","0.004920"
"55.50","3.70","35.28","0.005008"
"56.00","3.73","35.65","0.005114"
"56.50","3.77","36.02","0.005194"
"57.00","3.80","36.40","0.005301"
"57.50","3.83","36.77","0.005410"
"58.00","3.87","37.14","0.005516"
"58.50","3.90","37.50","0.005615"
"59.00","3.93","37.87","0.005729"
"59.50","3.97","38.24","0.005836"
"60.00","4.00","38.61","0.005971"
"60.50","4.03","38.97","0.006080"
"61.00","4.07","39.34","0.006207"
"61.50","4.10","39.70","0.006330"
"62.00","4.13","40.07","0.006457"
"62.50","4.17","40.43","0.006597"
"63.00","4.20","40.79","0.006732"
"63.50","4.23","41.14","0.006869"
"64.00","4.27","41.50","0.007019"
"64.50","4.30","41.85","0.007166"
"65.00","4.33","42.21","0.007319"
"65.50","4.37","42.56","0.007483"
"66.00","4.40","42.91","0.007637"
"66.50","4.43","43.26","0.007797"
"67.00","4.47","43.61","0.007960"
"67.50","4.50","43.96","0.008130"
"68.00","4.53","44.30","0.008310"
"68.50","4.57","44.65","0.008494"
"69.00","4.60","44.99","0.008671"
"69.50","4.63","45.33","0.008870"
"70.00","4.67","45.67","0.009066"
"70.50","4.70","46.00","0.009263"
"71.00","4.73","46.34","0.009459"
"71.50","4.77","46.67","0.009673"
"72.00","4.80","47.00","0.009876"
"72.50","4.83","47.32","0.01009"
"73.00","4.87","47.64","0.01031"
"73.50","4.90","47.97","0.01054"
"74.00","4.93","48.29","0.01076"
"74.50","4.97","48.61","0.01100"
"75.00","5.00","48.92","0.01124"
"75.50","5.03","49.24","0.01148"
"76.00","5.07","49.54","0.01172"
"76.50","5.10","49.85","0.01197"
"77.00","5.13","50.15","0.01222"
"77.50","5.17","50.45","0.01249"
"78.00","5.20","50.76","0.01276"
"78.50","5.23","51.05","0.01303"
"79.00","5.27","51.34","0.01330"
"79.50","5.30","51.62","0.01359"
"80.00","5.33","51.91","0.01387"
"80.50","5.37","52.20","0.01416"
"81.00","5.40","52.48","0.01446"
"81.50","5.43","52.75","0.01477"
"82.00","5.47","53.02","0.01506"
"82.50","5.50","53.29","0.01538"
"83.00","5.53","53.56","0.01571"
"83.50","5.57","53.81","0.01602"
"84.00","5.60","54.07","0.01636"
"84.50","5.63","54.32","0.01670"
"85.00","5.67","54.57","0.01705"
"85.50","5.70","54.82","0.01742"
"86.00","5.73","55.06","0.01777"
"86.50","5.77","55.30","0.01814"
"87.00","5.80","55.54","0.01852"
"87.50","5.83","55.76","0.01890"
"88.00","5.87","55.99","0.01930"
"88.50","5.90","56.21","0.01970"
"89.00","5.93","56.42","0.02010"
"89.50","5.97","56.63","0.02052"
"90.00","6.00","56.84","0.02095"
"90.50","6.03","57.04","0.02137"
"91.00","6.07","57.24","0.02182"
"91.50","6.10","57.44","0.02227"
"92.00","6.13","57.63","0.02272"
"92.50","6.17","57.82","0.02319"
"93.00","6.20","57.99","0.02366"
"93.50","6.23","58.17","0.02415"
"94.00","6.27","58.34","0.02463"
"94.50","6.30","58.51","0.02513"
"95.00","6.33","58.67","0.02563"
"95.50","6.37","58.82","0.02616"
"96.00","6.40","58.98","0.02668"
"96.50","6.43","59.13","0.02722"
"97.00","6.47","59.27","0.02776"
"97.50","6.50","59.41","0.02830"
"98.00","6.53","59.55","0.02886"
"98.50","6.57","59.68","0.02943"
"99.00","6.60","59.81","0.03002"
"99.50","6.63","59.93","0.03061"
"100.00","6.67","60.05","0.03120"
"100.50","6.70","60.17","0.03180"
"101.00","6.73","60.28","0.03242"
"101.50","6.77","60.38","0.03305"
"102.00","6.80","60.49","0.03366"
"102.50","6.83","60.58","0.03430"
"103.00","6.87","60.68","0.03495"
"103.50","6.90","60.77","0.03562"
"104.00","6.93","60.86","0.03629"
"104.50","6.97","60.94","0.03697"
"105.00","7.00","61.02","0.03766"
"105.50","7.03","61.09","0.03836"
"106.00","7.07","61.16","0.03907"
"106.50","7.10","61.23","0.03977"
"107.00","7.13","61.30","0.04050"
"107.50","7.17","61.36","0.04123"
"108.00","7.20","61.42","0.04198"
"108.50","7.23","61.47","0.04274"
"109.00","7.27","61.52","0.04351"
"109.50","7.30","61.57","0.04429"
"110.00","7.33","61.61","0.04509"
"110.50","7.37","61.66","0.04588"
"111.00","7.40","61.69","0.04670"
"111.50","7.43","61.72","0.04751"
"112.00","7.47","61.75","0.04836"
"112.50","7.50","61.78","0.04922"
"113.00","7.53","61.80","0.05009"
"113.50","7.57","61.81","0.05097"
"114.00","7.60","61.83","0.05189"
"114.50","7.63","61.84","0.05282"
"115.00","7.67","61.84","0.05376"
"115.50","7.70","61.84","0.05475"
"116.00","7.73","61.82","0.05575"
"116.50","7.77","61.81","0.05678"
"117.00","7.80","61.78","0.05785"
"117.50","7.83","61.74","0.05895"
"118.00","7.87","61.70","0.06006"
"118.50","7.90","61.64","0.06122"
"119.00","7.93","61.57","0.06241"
"119.50","7.97","61.50","0.06364"
"120.00","8.00","61.41","0.06488"
"120.50","8.03","61.31","0.06617"
"121.00","8.07","61.20","0.06747"
"121.50","8.10","61.09","0.06880"
"122.00","8.13","60.96","0.07015"
"122.50","8.17","60.83","0.07152"
"123.00","8.20","60.69","0.07287"
"123.50","8.23","60.54","0.07425"
"124.00","8.27","60.39","0.07566"
"124.50","8.30","60.23","0.07707"
"125.00","8.33","60.07","0.07848"
"125.50","8.37","59.90","0.07992"
"126.00","8.40","59.72","0.08135"
"126.50","8.43","59.53","0.08281"
"127.00","8.47","59.34","0.08425"
"127.50","8.50","59.14","0.08572"
"128.00","8.53","58.94","0.08720"
"128.50","8.57","58.72","0.08869"
"129.00","8.60","58.50","0.09017"
"129.50","8.63","58.27","0.09167"
"130.00","8.67","58.03","0.09317"
"130.40","8.69","32.62","0.09746"

