System ID,,"4483C1713"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02D4340OQ"
Last test date,,"10/13/2025"
Last test time,,"6:02:12 PM"
Course,,"NPRE 432"
Lab Section Number,,"2"
Group,,"D"
Material,,"4340"
Heat Treatment,,"OQ"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"6.96"
Grip Diameter,(mm),"12.06"
Rockwell Hardness,,"37.0"
Rockwell Scale,,"HRC"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"6.87"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"64.26"
Maximum Strain,(%),"1.570"

Time,Displacement,Force,Strain 1
"25.00","1.67","17.50","0.002162"
"25.50","1.70","17.92","0.002221"
"26.00","1.73","18.34","0.002276"
"26.50","1.77","18.76","0.002334"
"27.00","1.80","19.20","0.002400"
"27.50","1.83","19.62","0.002463"
"28.00","1.87","20.05","0.002533"
"28.50","1.90","20.47","0.002600"
"29.00","1.93","20.91","0.002655"
"29.50","1.97","21.34","0.002728"
"30.00","2.00","21.78","0.002790"
"30.50","2.03","22.22","0.002856"
"31.00","2.07","22.65","0.002931"
"31.50","2.10","23.09","0.003006"
"32.00","2.13","23.54","0.003075"
"32.50","2.17","23.98","0.003142"
"33.00","2.20","24.44","0.003223"
"33.50","2.23","24.88","0.003293"
"34.00","2.27","25.33","0.003367"
"34.50","2.30","25.78","0.003445"
"35.00","2.33","26.22","0.003522"
"35.50","2.37","26.68","0.003604"
"36.00","2.40","27.12","0.003679"
"36.50","2.43","27.58","0.003760"
"37.00","2.47","28.04","0.003837"
"37.50","2.50","28.48","0.003930"
"38.00","2.53","28.94","0.004011"
"38.50","2.57","29.39","0.004100"
"39.00","2.60","29.85","0.004187"
"39.50","2.63","30.30","0.004271"
"40.00","2.67","30.76","0.004359"
"40.50","2.70","31.21","0.004445"
"41.00","2.73","31.67","0.004536"
"41.50","2.77","32.13","0.004629"
"42.00","2.80","32.58","0.004728"
"42.50","2.83","33.04","0.004823"
"43.00","2.87","33.50","0.004916"
"43.50","2.90","33.95","0.005009"
"44.00","2.93","34.41","0.005109"
"44.50","2.97","34.86","0.005212"
"45.00","3.00","35.32","0.005324"
"45.50","3.03","35.79","0.005426"
"46.00","3.07","36.24","0.005518"
"46.50","3.10","36.70","0.005632"
"47.00","3.13","37.16","0.005741"
"47.50","3.17","37.62","0.005841"
"48.00","3.20","38.08","0.005950"
"48.50","3.23","38.54","0.006063"
"49.00","3.27","38.99","0.006171"
"49.50","3.30","39.46","0.006285"
"50.00","3.33","39.91","0.006400"
"50.50","3.37","40.37","0.006518"
"51.00","3.40","40.83","0.006638"
"51.50","3.43","41.29","0.006760"
"52.00","3.47","41.75","0.006885"
"52.50","3.50","42.21","0.007009"
"53.00","3.53","42.66","0.007120"
"53.50","3.57","43.12","0.007257"
"54.00","3.60","43.58","0.007387"
"54.50","3.63","44.04","0.007506"
"55.00","3.67","44.49","0.007635"
"55.50","3.70","44.95","0.007769"
"56.00","3.73","45.41","0.007904"
"56.50","3.77","45.86","0.008038"
"57.00","3.80","46.32","0.008181"
"57.50","3.83","46.77","0.008311"
"58.00","3.87","47.22","0.008450"
"58.50","3.90","47.67","0.008587"
"59.00","3.93","48.12","0.008736"
"59.50","3.97","48.57","0.008876"
"60.00","4.00","49.02","0.009015"
"60.50","4.03","49.47","0.009175"
"61.00","4.07","49.92","0.009317"
"61.50","4.10","50.36","0.009465"
"62.00","4.13","50.81","0.009618"
"62.50","4.17","51.25","0.009771"
"63.00","4.20","51.69","0.009933"
"63.50","4.23","52.13","0.01009"
"64.00","4.27","52.57","0.01023"
"64.50","4.30","53.00","0.01040"
"65.00","4.33","53.44","0.01056"
"65.50","4.37","53.87","0.01074"
"66.00","4.40","54.31","0.01089"
"66.50","4.43","54.74","0.01107"
"67.00","4.47","55.17","0.01125"
"67.50","4.50","55.60","0.01142"
"68.00","4.53","56.04","0.01159"
"68.50","4.57","56.46","0.01177"
"69.00","4.60","56.89","0.01195"
"69.50","4.63","57.32","0.01214"
"70.00","4.67","57.75","0.01232"
"70.50","4.70","58.17","0.01250"
"71.00","4.73","58.59","0.01270"
"71.50","4.77","59.01","0.01289"
"72.00","4.80","59.43","0.01309"
"72.50","4.83","59.85","0.01329"
"73.00","4.87","60.26","0.01351"
"73.50","4.90","60.67","0.01372"
"74.00","4.93","61.08","0.01392"
"74.50","4.97","61.48","0.01413"
"75.00","5.00","61.89","0.01435"
"75.50","5.03","62.30","0.01457"
"76.00","5.07","62.69","0.01479"
"76.50","5.10","63.08","0.01501"
"77.00","5.13","63.48","0.01524"
"77.50","5.17","63.87","0.01547"
"78.00","5.20","64.26","0.01570"
"78.44","5.23","38.66","0.006920"

