System ID,,"4483C11302J"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02B4340OQT400C"
Last test date,,"10/13/2025"
Last test time,,"5:57:31 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"B"
Material,,"4340"
Heat Treatment,,"Oil Quenched 400 C tempered "
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.31"
Grip Diameter,(mm),"12.70"
Rockwell Hardness,,"19.1"
Rockwell Scale,,"HRC"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"5.11"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"55.20"
Maximum Strain,(%),"11.43"

Time,Displacement,Force,Strain 1
"51.50","3.43","40.20","0.004418"
"52.00","3.46","40.67","0.004481"
"52.50","3.50","41.15","0.004549"
"53.00","3.53","41.63","0.004613"
"53.50","3.56","42.10","0.004686"
"54.00","3.60","42.58","0.004751"
"54.50","3.63","43.05","0.004819"
"55.00","3.66","43.53","0.004890"
"55.50","3.70","44.00","0.004961"
"56.00","3.73","44.47","0.005031"
"56.50","3.76","44.94","0.005111"
"57.00","3.80","45.40","0.005189"
"57.50","3.83","45.86","0.005270"
"58.00","3.86","46.31","0.005365"
"58.50","3.90","46.75","0.005482"
"59.00","3.93","47.16","0.005631"
"59.50","3.96","47.56","0.005846"
"60.00","4.00","47.92","0.006150"
"60.50","4.03","48.27","0.006481"
"61.00","4.06","48.63","0.006803"
"61.50","4.10","48.97","0.007114"
"62.00","4.13","49.30","0.007423"
"62.50","4.16","49.63","0.007736"
"63.00","4.20","49.94","0.008053"
"63.50","4.23","50.26","0.008369"
"64.00","4.26","50.58","0.008695"
"64.50","4.30","50.89","0.009039"
"65.00","4.33","51.19","0.009394"
"65.50","4.36","51.49","0.009761"
"66.00","4.40","51.77","0.01015"
"66.50","4.43","52.04","0.01055"
"67.00","4.46","52.31","0.01099"
"67.50","4.50","52.56","0.01144"
"68.00","4.53","52.80","0.01191"
"68.50","4.56","53.03","0.01241"
"69.00","4.60","53.24","0.01293"
"69.50","4.63","53.46","0.01347"
"70.00","4.66","53.65","0.01405"
"70.50","4.70","53.82","0.01464"
"71.00","4.73","54.00","0.01527"
"71.50","4.76","54.15","0.01592"
"72.00","4.80","54.30","0.01661"
"72.50","4.83","54.43","0.01732"
"73.00","4.86","54.56","0.01807"
"73.50","4.90","54.67","0.01884"
"74.00","4.93","54.77","0.01963"
"74.50","4.96","54.86","0.02046"
"75.00","5.00","54.94","0.02131"
"75.50","5.03","55.02","0.02220"
"76.00","5.06","55.08","0.02312"
"76.50","5.10","55.12","0.02407"
"77.00","5.13","55.16","0.02505"
"77.50","5.16","55.18","0.02606"
"78.00","5.20","55.20","0.02713"
"78.50","5.23","55.19","0.02823"
"79.00","5.26","55.16","0.02938"
"79.50","5.30","55.11","0.03057"
"80.00","5.33","55.03","0.03182"
"80.50","5.36","54.92","0.03312"
"81.00","5.40","54.78","0.03448"
"81.50","5.43","54.61","0.03588"
"82.00","5.46","54.41","0.03730"
"82.50","5.50","54.19","0.03876"
"83.00","5.53","53.95","0.04025"
"83.50","5.56","53.70","0.04174"
"84.00","5.60","53.44","0.04326"
"84.50","5.63","53.17","0.04477"
"85.00","5.66","52.89","0.04630"
"85.50","5.70","52.61","0.04784"
"86.00","5.73","52.32","0.04938"
"86.50","5.76","52.04","0.05091"
"87.00","5.80","51.76","0.05245"
"87.50","5.83","51.47","0.05400"
"88.00","5.86","51.19","0.05555"
"88.50","5.90","50.90","0.05709"
"89.00","5.93","50.62","0.05862"
"89.50","5.96","50.34","0.06016"
"90.00","6.00","50.05","0.06172"
"90.50","6.03","49.76","0.06326"
"91.00","6.06","49.48","0.06479"
"91.50","6.10","49.20","0.06634"
"92.00","6.13","48.92","0.06787"
"92.50","6.16","48.64","0.06943"
"93.00","6.20","48.35","0.07096"
"93.50","6.23","48.07","0.07250"
"94.00","6.26","47.78","0.07405"
"94.50","6.30","47.49","0.07561"
"95.00","6.33","47.20","0.07717"
"95.50","6.36","46.91","0.07873"
"96.00","6.40","46.61","0.08029"
"96.50","6.43","46.32","0.08185"
"97.00","6.46","46.01","0.08345"
"97.50","6.50","45.71","0.08502"
"98.00","6.53","45.40","0.08660"
"98.50","6.56","45.09","0.08819"
"99.00","6.60","44.78","0.08979"
"99.50","6.63","44.46","0.09139"
"100.00","6.66","44.14","0.09298"
"100.50","6.70","43.82","0.09458"
"101.00","6.73","43.49","0.09619"
"101.50","6.76","43.16","0.09780"
"102.00","6.80","42.82","0.09942"
"102.50","6.83","42.48","0.1010"
"103.00","6.86","42.14","0.1027"
"103.50","6.90","41.78","0.1043"
"104.00","6.93","41.42","0.1059"
"104.50","6.96","41.06","0.1076"
"105.00","7.00","40.69","0.1092"
"105.50","7.03","40.30","0.1109"
"106.00","7.06","39.91","0.1126"
"106.50","7.10","39.50","0.1143"
"106.68","7.11","22.90","0.03882"

