System ID,,"4483C11302J"
Method name only,,"Tension_Round_NEW"
Test type,,"Tension"
Sample file name,,"N02B4340AN"
Last test date,,"10/13/2025"
Last test time,,"5:21:51 PM"
Course,,"NPRE 432"
Lab Section Number,,"02"
Group,,"B"
Material,,"4340"
Heat Treatment,,"Annealed"
Other Information,,""
Crosshead Speed,(mm/min),"4.00"
Geometry,,"Circular"
Gage Diameter,(mm),"7.22"
Grip Diameter,(mm),"12.81"
Rockwell Hardness,,"88.8"
Rockwell Scale,,"HRB"
Extensometer Gage Length,(mm),"25.40"
Final Gage Diameter,(mm),"4.91"
Fracture Notes and Location,,""
Notes During Test,,""

Results Table 1
,,"1"
Maximum Force,(kN),"28.78"
Maximum Strain,(%),"22.43"

Time,Displacement,Force,Strain 1
"27.50","1.80","18.71","0.01032"
"28.00","1.83","18.86","0.01076"
"28.50","1.86","19.02","0.01120"
"29.00","1.90","19.17","0.01164"
"29.50","1.93","19.32","0.01209"
"30.00","1.96","19.48","0.01254"
"30.50","2.00","19.63","0.01299"
"31.00","2.03","19.78","0.01343"
"31.50","2.06","19.93","0.01389"
"32.00","2.10","20.07","0.01434"
"32.50","2.13","20.22","0.01480"
"33.00","2.16","20.36","0.01526"
"33.50","2.20","20.51","0.01571"
"34.00","2.23","20.65","0.01618"
"34.50","2.26","20.80","0.01664"
"35.00","2.30","20.94","0.01711"
"35.50","2.33","21.08","0.01757"
"36.00","2.36","21.22","0.01805"
"36.50","2.40","21.35","0.01852"
"37.00","2.43","21.49","0.01899"
"37.50","2.46","21.63","0.01947"
"38.00","2.50","21.76","0.01996"
"38.50","2.53","21.89","0.02043"
"39.00","2.56","22.02","0.02092"
"39.50","2.60","22.15","0.02141"
"40.00","2.63","22.28","0.02190"
"40.50","2.66","22.41","0.02239"
"41.00","2.70","22.54","0.02289"
"41.50","2.73","22.66","0.02338"
"42.00","2.76","22.79","0.02389"
"42.50","2.80","22.91","0.02439"
"43.00","2.83","23.03","0.02490"
"43.50","2.86","23.15","0.02541"
"44.00","2.90","23.27","0.02593"
"44.50","2.93","23.39","0.02644"
"45.00","2.96","23.51","0.02696"
"45.50","3.00","23.62","0.02748"
"46.00","3.03","23.74","0.02801"
"46.50","3.06","23.85","0.02853"
"47.00","3.10","23.96","0.02906"
"47.50","3.13","24.07","0.02960"
"48.00","3.16","24.17","0.03014"
"48.50","3.20","24.27","0.03069"
"49.00","3.23","24.39","0.03123"
"49.50","3.26","24.49","0.03178"
"50.00","3.30","24.59","0.03233"
"50.50","3.33","24.69","0.03288"
"51.00","3.36","24.79","0.03344"
"51.50","3.40","24.89","0.03400"
"52.00","3.43","24.98","0.03457"
"52.50","3.46","25.07","0.03514"
"53.00","3.50","25.17","0.03571"
"53.50","3.53","25.26","0.03629"
"54.00","3.56","25.35","0.03687"
"54.50","3.60","25.44","0.03745"
"55.00","3.63","25.52","0.03804"
"55.50","3.66","25.61","0.03863"
"56.00","3.70","25.70","0.03923"
"56.50","3.73","25.78","0.03982"
"57.00","3.76","25.86","0.04043"
"57.50","3.80","25.94","0.04104"
"58.00","3.83","26.02","0.04164"
"58.50","3.86","26.09","0.04226"
"59.00","3.90","26.17","0.04288"
"59.50","3.93","26.24","0.04350"
"60.00","3.96","26.32","0.04413"
"60.50","4.00","26.39","0.04476"
"61.00","4.03","26.46","0.04539"
"61.50","4.06","26.53","0.04603"
"62.00","4.10","26.59","0.04667"
"62.50","4.13","26.66","0.04732"
"63.00","4.16","26.72","0.04797"
"63.50","4.20","26.79","0.04863"
"64.00","4.23","26.85","0.04929"
"64.50","4.26","26.91","0.04995"
"65.00","4.30","26.97","0.05062"
"65.50","4.33","27.03","0.05129"
"66.00","4.36","27.08","0.05197"
"66.50","4.40","27.14","0.05265"
"67.00","4.43","27.19","0.05333"
"67.50","4.46","27.25","0.05402"
"68.00","4.50","27.30","0.05472"
"68.50","4.53","27.35","0.05542"
"69.00","4.56","27.40","0.05611"
"69.50","4.60","27.45","0.05682"
"70.00","4.63","27.50","0.05754"
"70.50","4.66","27.54","0.05825"
"71.00","4.70","27.59","0.05897"
"71.50","4.73","27.63","0.05969"
"72.00","4.76","27.68","0.06042"
"72.50","4.80","27.72","0.06115"
"73.00","4.83","27.76","0.06189"
"73.50","4.86","27.80","0.06263"
"74.00","4.90","27.83","0.06335"
"74.50","4.93","27.87","0.06411"
"75.00","4.96","27.91","0.06485"
"75.50","5.00","27.94","0.06561"
"76.00","5.03","27.98","0.06637"
"76.50","5.06","28.02","0.06714"
"77.00","5.10","28.05","0.06791"
"77.50","5.13","28.08","0.06868"
"78.00","5.16","28.11","0.06946"
"78.50","5.20","28.14","0.07024"
"79.00","5.23","28.17","0.07102"
"79.50","5.26","28.20","0.07181"
"80.00","5.30","28.23","0.07261"
"80.50","5.33","28.25","0.07341"
"81.00","5.36","28.28","0.07421"
"81.50","5.40","28.31","0.07502"
"82.00","5.43","28.33","0.07583"
"82.50","5.46","28.35","0.07664"
"83.00","5.50","28.38","0.07747"
"83.50","5.53","28.40","0.07829"
"84.00","5.56","28.42","0.07912"
"84.50","5.60","28.44","0.07996"
"85.00","5.63","28.46","0.08080"
"85.50","5.66","28.48","0.08165"
"86.00","5.70","28.50","0.08250"
"86.50","5.73","28.51","0.08335"
"87.00","5.76","28.53","0.08420"
"87.50","5.80","28.55","0.08507"
"88.00","5.83","28.57","0.08594"
"88.50","5.86","28.58","0.08681"
"89.00","5.90","28.60","0.08770"
"89.50","5.93","28.61","0.08858"
"90.00","5.96","28.62","0.08947"
"90.50","6.00","28.64","0.09037"
"91.00","6.03","28.65","0.09127"
"91.50","6.06","28.66","0.09220"
"92.00","6.10","28.67","0.09311"
"92.50","6.13","28.68","0.09403"
"93.00","6.16","28.70","0.09496"
"93.50","6.20","28.70","0.09588"
"94.00","6.23","28.71","0.09682"
"94.50","6.26","28.72","0.09776"
"95.00","6.30","28.73","0.09872"
"95.50","6.33","28.74","0.09968"
"96.00","6.36","28.74","0.1006"
"96.50","6.40","28.75","0.1016"
"97.00","6.43","28.76","0.1026"
"97.50","6.46","28.76","0.1036"
"98.00","6.50","28.76","0.1045"
"98.50","6.53","28.77","0.1055"
"99.00","6.56","28.77","0.1065"
"99.50","6.60","28.77","0.1076"
"100.00","6.63","28.78","0.1086"
"100.50","6.66","28.78","0.1096"
"101.00","6.70","28.78","0.1106"
"101.50","6.73","28.78","0.1117"
"102.00","6.76","28.78","0.1127"
"102.50","6.80","28.78","0.1138"
"103.00","6.83","28.78","0.1149"
"103.50","6.86","28.77","0.1159"
"104.00","6.90","28.77","0.1170"
"104.50","6.93","28.77","0.1181"
"105.00","6.96","28.76","0.1192"
"105.50","7.00","28.76","0.1203"
"106.00","7.03","28.75","0.1215"
"106.50","7.06","28.75","0.1226"
"107.00","7.10","28.74","0.1237"
"107.50","7.13","28.73","0.1249"
"108.00","7.16","28.72","0.1260"
"108.50","7.20","28.71","0.1272"
"109.00","7.23","28.70","0.1284"
"109.50","7.26","28.68","0.1296"
"110.00","7.30","28.67","0.1308"
"110.50","7.33","28.66","0.1320"
"111.00","7.36","28.64","0.1332"
"111.50","7.40","28.62","0.1344"
"112.00","7.43","28.60","0.1357"
"112.50","7.46","28.58","0.1369"
"113.00","7.50","28.56","0.1382"
"113.50","7.53","28.53","0.1394"
"114.00","7.56","28.51","0.1407"
"114.50","7.60","28.48","0.1420"
"115.00","7.63","28.45","0.1433"
"115.50","7.66","28.42","0.1446"
"116.00","7.70","28.38","0.1459"
"116.50","7.73","28.34","0.1472"
"117.00","7.76","28.31","0.1485"
"117.50","7.80","28.27","0.1498"
"118.00","7.83","28.23","0.1511"
"118.50","7.86","28.18","0.1525"
"119.00","7.90","28.14","0.1538"
"119.50","7.93","28.09","0.1551"
"120.00","7.96","28.04","0.1564"
"120.50","8.00","27.99","0.1578"
"121.00","8.03","27.94","0.1591"
"121.50","8.06","27.89","0.1604"
"122.00","8.10","27.83","0.1618"
"122.50","8.13","27.77","0.1631"
"123.00","8.16","27.71","0.1645"
"123.50","8.20","27.65","0.1658"
"124.00","8.23","27.59","0.1672"
"124.50","8.26","27.52","0.1686"
"125.00","8.30","27.45","0.1699"
"125.50","8.33","27.39","0.1713"
"126.00","8.36","27.32","0.1726"
"126.50","8.40","27.24","0.1740"
"127.00","8.43","27.17","0.1753"
"127.50","8.46","27.10","0.1767"
"128.00","8.50","27.02","0.1781"
"128.50","8.53","26.94","0.1794"
"129.00","8.56","26.86","0.1808"
"129.50","8.60","26.78","0.1822"
"130.00","8.63","26.70","0.1835"
"130.50","8.66","26.61","0.1849"
"131.00","8.70","26.53","0.1863"
"131.50","8.73","26.44","0.1877"
"132.00","8.76","26.35","0.1890"
"132.50","8.80","26.26","0.1904"
"133.00","8.83","26.16","0.1918"
"133.50","8.86","26.07","0.1932"
"134.00","8.90","25.97","0.1946"
"134.50","8.93","25.87","0.1960"
"135.00","8.96","25.77","0.1973"
"135.50","9.00","25.67","0.1987"
"136.00","9.03","25.56","0.2001"
"136.50","9.06","25.45","0.2015"
"137.00","9.10","25.34","0.2029"
"137.50","9.13","25.23","0.2043"
"138.00","9.16","25.12","0.2057"
"138.50","9.20","25.00","0.2071"
"139.00","9.23","24.88","0.2085"
"139.50","9.26","24.75","0.2099"
"140.00","9.30","24.63","0.2113"
"140.50","9.33","24.50","0.2128"
"141.00","9.36","24.37","0.2142"
"141.50","9.40","24.24","0.2156"
"142.00","9.43","24.09","0.2170"
"142.50","9.46","23.94","0.2185"
"143.00","9.50","23.79","0.2199"
"143.50","9.53","23.63","0.2214"
"144.00","9.56","23.46","0.2228"
"144.50","9.60","23.23","0.2243"
"144.73","9.61","13.71","0.2081"

